"","interception","SR1","SR2","SR4","SR5","INF","WT","RT","r2"
"176",17.8202335045148,-2.6912680139671,-0.189742654251484,-2.17084089613175,-0.611954930741541,-4.18979891341282,-0.839335872755578,-3.41068278692331,0.953481862588468
"177",17.1012463577296,-2.68781318026371,-0.188447901370835,-2.25598544439984,-0.615534894181831,-4.25283385591815,-0.77530188609458,-3.25316031206637,0.95531984459879
"178",16.1451145041862,-2.73502127650037,-0.186911035533216,-2.44339561869108,-0.671583045213658,-4.30566418437697,-0.715236836820067,-3.1244978396775,0.958692429911807
"179",16.0181253547224,-2.75994905258143,-0.185067455258522,-2.67949391799591,-0.702400982840313,-4.37152729211224,-0.630567775896304,-3.05605728679588,0.962158043468402
"180",16.3793128120847,-2.76990611612447,-0.18280378445079,-3.16244876524553,-0.720845206713445,-4.46415949005622,-0.568278627840199,-3.12830535809186,0.96762422690066
"181",16.1438256186657,-2.74931530671333,-0.182080894678525,-3.59754120110043,-0.701614893354363,-4.4749449725778,-0.540804227907974,-3.42459491031858,0.971245002833362
"182",15.3893831908257,-2.72108868727022,-0.182827080309553,-3.84918091523508,-0.667336822056558,-4.41193090626909,-0.496998132716202,-3.92068131726102,0.972369861269608
"183",14.6969125508758,-2.745956255921,-0.181933635165552,-3.42936229924896,-0.640763174428449,-4.36921749007582,-0.494825550748764,-4.34895270356959,0.968975575071413
"184",13.5176495501022,-2.77097565425043,-0.18337839401093,-3.38992326412783,-0.67118412509413,-4.36694085807554,-0.453951715694729,-4.58580815504693,0.968673232101371
"185",14.6092761531098,-2.76168332709379,-0.186483566334449,-3.39692269015742,-0.69037612251058,-4.36228814275606,-0.412042967821277,-4.65307248497669,0.968512528975507
"186",13.5337909991623,-2.71314659793655,-0.188769187849873,-3.08339665490557,-0.644053370131869,-4.43577958595278,-0.383764453032495,-4.64965230463603,0.965141535805914
"187",19.0398110269653,-2.65614698620247,-0.191231780882442,-2.75296223528085,-0.570731842126375,-4.53933448555008,-0.353003264349193,-4.66527910430142,0.961017341223083
"188",18.8965130559352,-2.63642042865847,-0.195659126209038,-2.54223718341542,-0.527315254780668,-4.71726633878697,-0.333885067276124,-4.64541842621198,0.958137245424513
